State_And_County_FIPS_Code,CHSI_State_Name,CHSI_County_Name,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,ALE,Health_Status,LBW,VLBW,Premature,Under_18,Over_40,Late_Care,Infant_Mortality,Unmarried,Brst_Cancer,Col_Cancer,CHD,Lung_Cancer,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Exp,Salm_Rpt,Salm_Exp,Shig_Rpt,Shig_Exp,FluB_Rpt,FluB_Exp,HepA_Rpt,HepA_Exp,HepB_Rpt,HepB_Exp,Pert_Rpt,Pert_Exp,Syphilis_Rpt,Syphilis_Exp,No_Exercise,Obesity,Smoker,Diabetes,Uninsured,HPSA_Ind
28-109,Mississippi,Pearl River,52659,65,18.1,26.0,61.1,11.8,1.1,85.8,12.3,0.5,0.4,1.6,74.4,23.1,7.7,1.3,11.9,6.0,1.2,14.2,6.3,35.4,26.1,21.3,201.2,74.3,9.7,8783,1997,2094,3082,2417,2,0,31,47,17,22,1,0,0,5,1,5,0,2,0,7,29.7,28.1,31.0,9.1,9107,1
28-111,Mississippi,Perry,12160,19,18.3,27.6,60.3,11.0,1.1,76.0,23.2,0.3,0.2,1.2,72.7,-,9.3,2.0,15.3,7.6,0.7,13.1,4.8,38.0,33.8,22.3,249.4,62.0,-,2227,459,465,697,539,1,0,30,21,4,18,0,0,2,13,2,4,0,1,8,6,-,-,-,10.3,2218,1
28-113,Mississippi,Pike,39426,96,22.8,28.3,57.4,12.7,1.7,49.6,49.4,0.2,0.5,0.7,73.2,30.2,11.0,2.4,16.3,6.8,1.2,25.6,7.5,53.2,34.9,21.7,291.1,56.2,12.2,7481,1461,1518,2237,1756,2,0,121,43,6,16,0,0,5,2,5,4,0,0,17,8,30.8,33.5,29.1,13.8,7769,2
28-115,Mississippi,Pontotoc,28208,57,13.2,26.1,61.3,11.1,1.6,84.7,14.6,0.3,0.1,2.8,75.6,25.2,8.2,1.7,15.9,6.5,1.2,13.6,6.4,26.3,27.2,16.2,191.5,71.4,12.9,6142,849,1028,1648,1297,0,3,63,36,18,16,1,0,5,10,4,5,1,8,25,3,42.9,29.4,24.6,11.1,3880,2
28-117,Mississippi,Prentiss,25593,62,15.2,25.3,60.0,12.7,2.0,85.1,14.0,0.2,0.2,0.7,75.9,24.1,8.7,1.6,16.9,7.0,0.8,12.7,10.3,29.0,21.7,13.5,168.9,65.5,14.8,5995,939,915,1514,1179,0,3,57,48,51,23,2,3,2,5,4,8,2,3,8,5,34.5,25.1,34.2,8.9,3556,1
28-119,Mississippi,Quitman,9512,23,27.3,30.5,56.7,10.8,1.9,30.5,69.0,0.1,0.2,0.6,71.2,-,12.3,2.6,19.5,11.6,0.8,23.3,8.5,73.0,41.8,23.5,247.3,92.8,-,2591,414,366,525,444,0,0,20,18,6,8,0,0,9,4,8,3,0,1,53,10,-,-,-,15.9,2419,1
28-121,Mississippi,Rankin,131841,170,10.4,25.1,64.7,9.3,0.9,79.8,18.6,0.2,0.9,1.7,76.1,18.0,9.4,1.7,16.5,3.6,1.3,8.1,8.6,27.1,27.9,16.1,257.3,48.4,11.9,15835,3320,3200,7795,6080,2,7,226,48,68,15,0,4,5,7,11,4,1,15,1,0,30.2,26.9,24.2,6.8,13533,2
28-123,Mississippi,Scott,28739,47,16.0,28.1,59.3,10.9,1.7,59.9,38.7,0.5,0.3,6.7,72.7,28.3,11.9,2.0,19.1,7.8,0.9,17.4,15.1,52.9,26.5,9.2,279.9,65.6,10.7,6959,821,932,1636,1302,0,0,24,28,2,16,1,0,3,7,6,6,0,6,3,3,37.5,31.6,26.2,12.2,6251,1
28-125,Mississippi,Sharkey,5967,14,29.4,30.8,57.2,10.3,1.7,29.8,69.5,0.1,0.4,1.5,72.1,-,12.3,2.2,16.7,12.0,0.8,33.4,4.9,72.6,62.3,43.1,224.2,62.3,-,1409,323,292,328,279,0,0,8,12,1,10,0,0,3,7,3,2,0,1,3,3,-,-,8.2,-,1789,2
28-127,Mississippi,Simpson,27944,47,19.7,27.4,59.8,11.2,1.6,64.6,34.7,0.1,0.2,1.5,72.1,27.9,11.9,1.7,18.2,7.2,0.9,12.9,13.2,42.8,21.4,13.4,231.1,74.4,18.6,5644,801,1002,1606,1267,0,0,34,28,6,15,1,0,3,7,5,6,0,6,1,3,32.7,27.6,24.7,11.1,5107,2
28-129,Mississippi,Smith,16058,25,16.4,26.3,59.7,12.5,1.5,76.4,23.2,0.1,0.2,0.8,73.9,33.9,11.4,1.8,15.8,7.5,0.9,12.3,9.7,34.4,17.6,15.5,249.0,72.6,11.3,3081,459,663,936,730,0,0,19,25,5,9,0,0,12,5,2,5,0,2,18,19,38.0,20.6,28.4,9.6,2827,1
28-131,Mississippi,Stone,14862,33,17.3,27.2,61.2,10.6,1.0,79.1,20.0,0.3,0.2,1.5,72.7,27.4,8.6,2.0,13.0,7.3,0.9,16.2,10.3,36.9,34.9,25.5,341.8,74.3,16.2,2389,532,564,860,713,1,0,28,23,12,8,0,0,8,4,4,4,0,1,18,11,25.0,29.0,30.9,5.9,2342,2
28-133,Mississippi,Sunflower,32311,47,30.3,28.1,62.6,7.9,1.3,26.9,72.3,0.2,0.4,1.7,71.1,21.2,13.5,3.2,20.0,10.6,0.6,22.0,18.4,72.3,14.8,34.3,224.8,75.2,10.0,7885,1287,1019,1846,1653,0,0,14,32,4,15,0,0,0,3,6,3,0,2,28,5,35.1,36.3,25.2,7.4,7455,1
28-135,Mississippi,Tallahatchie,14191,22,25.6,28.6,58.2,11.5,1.8,38.8,60.5,0.1,0.4,1.0,71.2,-,12.6,2.5,17.5,12.2,0.8,23.4,12.5,67.1,20.2,24.4,144.1,52.9,13.7,4008,653,456,804,676,0,0,20,24,5,9,0,0,23,4,2,4,1,1,77,18,-,-,21.7,9.0,3641,1
28-137,Mississippi,Tate,26548,66,15.0,27.9,60.4,10.4,1.4,68.8,30.5,0.2,0.2,1.3,73.4,23.7,9.3,1.5,14.7,7.2,1.3,19.6,11.9,42.5,33.2,24.3,237.2,66.3,11.4,4684,830,864,1522,1284,1,2,45,39,8,20,0,0,13,17,2,5,0,7,45,7,29.4,27.6,37.1,8.6,3524,1
28-139,Mississippi,Tippah,21212,46,15.7,25.0,60.7,12.6,1.7,82.0,17.0,0.3,0.1,3.2,73.6,29.5,11.1,1.7,19.7,7.5,0.8,13.9,11.4,31.1,25.3,24.9,332.5,61.4,8.6,4841,711,1136,1256,977,1,2,63,27,9,8,0,2,4,4,3,4,0,4,16,4,29.6,32.7,23.1,10.2,2917,1
28-141,Mississippi,Tishomingo,19202,45,13.9,22.8,59.9,15.5,1.8,95.9,3.6,0.1,0.1,2.5,73.3,32.7,9.3,1.4,17.0,5.4,0.7,10.9,6.3,21.6,32.8,16.9,280.9,78.0,18.0,4791,745,1005,1168,835,0,2,24,28,1,8,0,0,1,6,3,4,0,4,3,0,36.4,25.1,33.3,10.6,2658,1
28-143,Mississippi,Tunica,10321,23,22.4,31.1,59.3,8.6,1.1,25.8,73.4,0.1,0.4,2.5,71.2,-,11.1,2.5,17.8,12.4,0.9,30.4,16.6,77.5,27.9,39.7,368.1,82.4,17.6,2450,468,350,564,476,0,0,9,16,3,14,0,0,42,10,5,3,1,1,58,5,-,-,-,11.3,2246,1
28-145,Mississippi,Union,26784,64,12.8,25.8,60.7,11.8,1.7,83.8,15.1,0.2,0.3,2.5,75.8,21.6,11.1,1.4,19.1,7.1,1.0,12.0,8.6,30.3,19.6,17.2,185.6,58.9,11.2,5647,810,898,1569,1185,0,2,57,32,13,5,0,0,24,10,2,2,1,7,10,0,33.2,24.9,30.8,6.1,3529,2
28-147,Mississippi,Walthall,15460,38,22.3,27.2,58.1,12.8,1.9,55.1,44.3,0.1,0.2,1.2,73.4,28.0,9.3,1.9,14.0,8.4,0.6,21.6,11.0,45.6,31.6,22.8,232.2,58.7,18.5,3268,565,627,891,717,1,0,42,29,0,15,0,0,1,6,0,5,0,0,40,14,31.1,32.0,23.1,12.8,3510,2
28-149,Mississippi,Warren,49131,84,17.6,28.4,59.9,10.3,1.4,52.5,46.0,0.2,0.7,1.2,73.2,21.4,11.4,2.7,16.4,6.0,1.6,17.6,8.6,56.5,35.7,23.1,248.1,66.9,15.2,7183,1772,1282,2781,2192,1,2,85,42,25,17,0,0,1,5,1,5,0,7,5,5,34.7,33.5,24.3,12.3,8371,2
28-151,Mississippi,Washington,59220,82,28.4,31.0,57.6,10.0,1.4,31.7,67.2,0.1,0.7,1.1,71.1,25.2,12.0,2.5,18.6,9.3,0.7,28.7,11.7,69.9,35.1,26.5,295.5,75.6,7.3,11855,2908,3013,3240,2727,4,0,40,62,15,31,0,3,3,9,16,12,0,6,13,9,39.5,35.7,24.6,10.2,14183,1
28-153,Mississippi,Wayne,21291,26,20.6,27.6,59.9,11.2,1.3,61.4,38.2,0.1,0.2,0.7,74.7,30.7,9.5,2.1,15.2,9.3,1.0,18.0,10.9,45.6,31.7,20.0,210.8,59.9,6.0,4821,716,830,1220,970,0,0,19,33,10,12,0,0,1,6,12,6,1,2,58,25,31.8,22.9,23.2,9.3,3736,1
28-155,Mississippi,Webster,10092,24,18.4,25.2,58.3,14.9,1.6,79.8,19.8,0.2,0.2,1.9,72.9,23.4,9.7,1.8,14.2,9.4,0.9,23.3,3.9,35.7,23.5,20.4,253.2,69.1,13.8,2183,311,366,596,453,0,0,47,15,4,5,1,0,0,5,1,2,0,2,9,4,32.8,-,23.2,8.4,1796,1
28-157,Mississippi,Wilkinson,10269,15,27.9,25.3,61.7,11.3,1.7,29.8,69.9,0.1,0.0,0.4,74.2,23.5,13.0,2.3,15.9,9.6,1.7,32.0,5.9,61.4,21.1,28.9,257.2,62.2,-,2759,487,547,607,501,0,0,8,18,4,15,0,0,0,11,2,3,0,1,6,5,34.2,-,18.0,7.2,1943,2
28-159,Mississippi,Winston,19870,33,20.0,25.7,58.5,13.8,2.0,54.7,44.2,0.8,0.1,1.6,75.3,25.7,9.8,2.1,14.8,9.9,0.9,27.0,9.7,48.8,30.2,19.4,146.7,64.8,14.0,4191,655,722,1168,900,0,0,37,36,8,16,0,0,2,8,5,6,0,2,23,20,34.3,38.9,20.3,9.5,3244,1
28-161,Mississippi,Yalobusha,13417,29,19.0,25.6,59.0,13.5,1.9,60.2,39.2,0.2,0.2,1.0,74.0,24.2,9.5,1.4,13.7,8.7,1.1,19.1,6.8,49.6,27.6,24.2,209.3,76.8,14.0,2775,494,801,788,598,0,0,35,23,7,10,0,0,2,5,3,4,0,1,51,13,36.1,24.5,25.5,10.0,2234,1
28-163,Mississippi,Yazoo,28195,31,27.0,27.5,60.7,10.2,1.6,44.2,54.9,0.2,0.4,5.2,72.3,25.4,13.1,2.7,20.4,10.2,1.6,18.4,12.8,65.9,39.1,15.2,213.7,71.0,12.7,6329,1081,1055,1616,1289,0,0,35,28,4,15,0,0,1,7,24,6,0,6,4,3,38.8,33.6,21.7,9.7,6373,1
29-1,Missouri,Adair,24509,43,15.9,24.1,63.9,10.0,2.0,95.8,1.4,0.3,1.8,1.7,77.9,14.3,6.1,0.9,9.9,2.8,1.7,9.4,5.2,23.5,23.0,25.0,137.6,57.3,11.8,2027,547,447,1650,1647,2,2,19,47,1,22,0,2,1,5,7,7,0,2,0,5,23.8,20.5,18.2,6.2,2586,2
29-3,Missouri,Andrew,16899,39,8.3,23.9,62.5,11.6,2.0,98.5,0.6,0.4,0.3,1.2,77.8,16.0,5.5,0.6,9.0,3.6,0.9,9.1,3.8,24.9,24.3,19.6,168.2,54.2,13.1,1742,502,397,1126,818,4,8,6,23,4,10,0,0,20,5,0,0,6,5,0,0,28.8,26.0,19.3,9.1,1598,1
29-5,Missouri,Atchison,6246,11,11.0,22.6,57.5,15.8,4.2,97.3,2.1,0.2,0.3,0.8,77.8,20.4,6.5,1.6,10.7,2.8,1.5,7.8,1.8,22.5,29.7,25.7,230.3,53.0,-,871,147,105,425,301,0,1,6,7,1,3,0,0,2,4,0,1,0,1,0,0,30.4,30.1,22.9,5.1,702,2
29-7,Missouri,Audrain,25759,37,13.6,24.8,59.1,13.4,2.6,90.8,7.7,0.3,0.4,1.0,76.9,20.0,7.3,1.6,10.9,3.9,1.7,23.9,7.9,36.1,19.3,21.2,175.3,64.6,16.9,4361,636,598,1693,1167,1,5,28,28,14,8,0,0,15,10,3,3,4,8,1,0,32.5,25.2,22.0,8.8,2893,2
29-9,Missouri,Barry,35599,46,14.9,25.5,58.7,14.0,1.8,96.8,0.3,0.9,0.8,6.9,75.3,27.4,7.7,1.6,13.3,5.5,1.3,17.9,6.2,32.4,20.3,18.2,252.4,67.1,15.9,5789,855,961,2321,1651,4,2,22,22,8,7,0,2,6,5,15,3,2,10,0,2,25.0,26.8,21.7,11.5,6158,2
29-11,Missouri,Barton,13057,22,12.8,26.1,58.5,12.7,2.7,97.2,0.4,0.8,0.4,1.1,76.4,-,6.2,1.2,12.0,5.5,1.9,15.8,5.7,27.6,21.2,21.0,204.7,57.2,14.3,1967,323,269,845,606,1,2,8,14,1,4,0,0,9,5,7,1,2,4,1,0,-,-,-,-,1656,2
29-13,Missouri,Bates,17027,20,13.0,24.6,58.8,13.9,2.7,97.6,0.8,0.5,0.3,1.4,75.3,20.9,6.6,1.2,11.1,5.4,0.9,15.8,7.1,30.0,24.2,25.0,195.9,68.3,13.4,2656,509,393,1124,805,0,2,19,21,2,8,1,0,7,13,8,3,2,7,2,2,34.7,27.7,30.6,9.3,2385,1
29-15,Missouri,Benton,18854,27,14.6,19.1,57.9,20.8,2.2,98.4,0.1,0.5,0.1,1.1,75.3,29.1,6.7,1.1,9.8,5.7,1.2,13.8,8.6,33.6,33.3,30.6,194.4,92.4,17.1,3939,488,723,1330,866,5,2,19,22,4,5,2,0,39,13,7,5,2,2,0,5,32.4,24.6,19.4,17.8,2788,2
29-17,Missouri,Bollinger,12325,20,13.3,23.9,61.2,13.0,1.8,98.2,0.3,0.6,0.2,0.5,74.9,-,6.6,1.2,12.5,7.0,1.2,11.5,11.4,25.7,24.7,24.2,228.2,69.6,12.5,2464,359,366,822,588,5,2,22,16,5,7,0,0,19,7,1,2,1,2,0,4,-,-,-,9.1,1876,1
29-19,Missouri,Boone,143326,209,11.7,24.9,66.1,7.7,1.2,85.9,8.6,0.4,3.2,2.1,78.0,12.1,8.1,1.4,12.0,2.3,2.1,11.2,6.7,29.7,34.9,15.3,139.2,51.8,12.3,9117,3013,2161,9472,8358,8,4,51,54,36,17,3,4,1,8,13,8,4,12,2,8,21.7,19.8,25.4,3.7,13943,2
29-21,Missouri,Buchanan,84904,207,12.3,24.6,60.7,12.2,2.4,93.2,4.5,0.5,0.6,2.5,75.9,16.3,7.3,1.2,9.7,5.0,1.2,11.7,6.8,41.4,25.3,18.9,192.2,70.9,13.3,10415,2698,2694,5609,4131,17,4,40,60,82,30,3,4,5,13,7,9,4,4,0,4,28.9,25.2,31.7,7.6,9727,2
29-23,Missouri,Butler,41338,59,17.0,24.0,59.8,14.3,1.9,92.6,5.1,0.6,0.7,1.3,73.5,30.2,9.1,1.8,15.0,5.3,1.0,16.9,14.9,38.4,24.1,19.6,203.5,87.0,14.6,8330,1156,1896,2748,1916,3,2,60,33,0,24,1,2,6,10,6,6,5,4,3,6,35.6,36.5,35.6,13.4,6726,2
29-25,Missouri,Caldwell,9307,22,11.9,25.9,57.6,13.9,2.6,99.0,0.2,0.2,0.2,0.9,75.6,22.6,7.0,1.8,11.9,4.3,2.0,15.3,9.1,27.5,19.1,29.9,178.7,46.4,11.8,1156,262,202,605,431,0,1,4,12,3,4,0,0,3,7,3,2,0,4,0,1,38.4,25.3,33.5,5.8,1208,1
29-27,Missouri,Callaway,42541,51,9.8,24.9,64.3,9.4,1.3,92.9,4.9,0.5,0.8,1.1,75.8,14.4,8.5,1.3,13.0,3.5,1.3,14.0,6.1,34.2,23.8,21.5,171.7,67.3,15.6,5811,1069,993,2804,2162,3,4,18,25,0,4,1,2,9,4,3,4,3,6,3,2,29.7,26.8,30.7,7.2,4059,2
29-29,Missouri,Camden,39432,60,11.7,20.0,60.7,17.8,1.5,98.0,0.4,0.3,0.4,1.4,77.2,18.8,7.2,1.5,14.1,4.9,1.4,18.9,6.3,34.6,15.9,21.9,187.0,54.9,9.7,4911,1104,876,2751,1808,1,4,44,22,13,4,0,0,6,4,2,4,1,6,0,2,26.8,24.4,27.1,6.6,5119,2
29-31,Missouri,Cape Girardeau,71161,123,11.2,24.0,62.2,11.9,1.9,91.6,5.9,0.4,1.0,1.1,77.2,14.9,7.2,1.2,12.3,3.6,1.5,7.6,7.1,31.4,23.2,24.8,235.2,50.0,8.0,8703,1694,1741,4748,3688,5,7,101,52,7,14,1,3,19,7,12,7,2,14,1,0,25.7,24.5,20.1,8.1,5944,2
29-33,Missouri,Carroll,10193,15,12.8,24.0,57.7,15.2,3.1,97.1,1.9,0.3,0.1,1.0,75.6,19.8,6.4,1.6,11.2,3.6,1.8,9.7,5.5,29.9,27.0,20.4,136.1,50.1,20.3,1452,271,199,677,477,0,2,12,14,0,6,0,0,1,6,1,2,0,2,0,3,32.4,28.5,23.3,7.3,1361,2
29-35,Missouri,Carter,5910,12,19.4,24.6,59.2,14.4,1.8,96.9,0.1,1.5,0.2,1.2,74.9,-,8.4,0.9,13.9,6.3,1.0,19.7,7.0,28.7,28.5,20.4,355.4,72.1,17.8,1343,187,222,391,276,0,1,11,9,0,9,0,0,1,6,1,1,0,1,0,1,-,-,-,-,1235,1
29-37,Missouri,Cass,94232,135,7.4,26.5,61.6,10.6,1.4,94.6,2.8,0.6,0.7,2.9,77.3,14.8,6.3,1.2,9.7,3.0,1.7,8.8,5.4,26.3,25.0,17.7,171.8,64.4,11.0,8210,2357,1535,6077,4470,1,13,37,59,9,25,3,4,28,8,13,4,122,25,1,0,29.8,28.9,25.7,6.0,7709,2
29-39,Missouri,Cedar,14160,30,15.8,23.1,56.3,17.8,2.8,97.4,0.3,0.7,0.6,1.5,76.4,-,6.2,0.9,9.8,5.7,1.6,15.0,7.3,28.7,32.5,16.8,173.3,62.0,14.1,2527,364,459,954,678,1,1,16,18,5,4,3,0,10,11,3,4,1,1,0,4,-,-,-,5.5,2237,1
29-41,Missouri,Chariton,8124,11,10.9,21.1,57.1,17.8,4.0,96.3,3.2,0.2,0.1,0.7,76.5,24.2,7.4,0.9,13.1,3.7,1.3,12.2,4.3,26.5,29.7,29.4,188.9,43.5,-,1175,232,187,561,384,0,3,4,9,2,3,0,0,2,3,0,1,0,2,0,0,23.9,32.0,20.5,8.5,885,1
29-43,Missouri,Christian,67266,119,9.3,25.7,63.6,9.4,1.2,97.5,0.5,0.5,0.4,1.7,77.5,13.6,4.9,0.9,10.6,2.5,1.5,7.3,4.1,21.0,29.1,20.9,156.8,50.0,16.0,6251,1433,1820,4376,3213,3,6,40,31,23,9,0,3,9,6,9,3,2,11,0,0,23.5,21.0,23.9,4.0,6590,2
29-45,Missouri,Clark,7323,14,12.5,23.6,59.9,14.0,2.4,99.0,0.2,0.3,0.1,0.8,76.1,-,7.4,1.8,10.3,3.3,1.5,16.3,6.6,29.1,30.5,21.0,165.3,56.8,19.9,1026,214,265,490,344,0,1,0,10,1,4,0,0,0,4,0,1,0,1,0,2,28.0,-,-,9.4,984,2
29-47,Missouri,Clay,202078,510,6.6,25.9,63.4,9.5,1.2,91.9,4.0,0.5,1.9,4.3,77.1,12.1,6.8,1.3,11.3,2.4,1.5,9.2,5.7,26.0,26.8,17.6,146.5,58.6,12.9,15131,5039,4261,13108,9395,5,11,38,69,13,23,2,6,6,11,5,6,3,23,4,6,22.3,24.2,25.1,4.9,17359,2
29-49,Missouri,Clinton,20715,49,8.6,24.6,61.7,11.9,1.9,96.8,1.5,0.3,0.4,1.4,75.9,10.3,6.5,0.9,9.3,4.7,1.6,14.5,5.0,29.0,36.7,19.6,172.1,70.7,14.6,1919,549,473,1370,998,1,9,13,26,168,11,0,0,12,6,3,0,3,6,0,0,31.0,22.7,20.9,8.5,1866,2
29-51,Missouri,Cole,72757,186,9.0,24.3,64.2,9.8,1.7,87.3,10.2,0.4,1.1,1.7,76.5,12.0,6.5,1.0,11.2,2.7,1.7,14.8,6.7,28.2,39.0,22.0,161.1,53.0,11.1,7174,1673,1389,4825,3484,7,11,80,54,7,14,0,4,3,7,5,4,13,18,0,0,19.1,20.9,22.5,5.9,4859,2
29-53,Missouri,Cooper,17294,31,11.2,23.3,62.4,11.7,2.6,89.6,8.9,0.4,0.4,1.4,77.6,16.8,7.5,1.3,12.7,3.5,1.8,14.3,4.1,29.2,22.3,22.1,179.5,48.4,14.0,2176,420,306,1163,931,6,2,29,21,20,3,0,0,29,7,1,2,4,5,0,0,29.1,25.8,24.5,14.4,1578,2
29-55,Missouri,Crawford,23932,32,14.5,24.7,59.4,14.1,1.8,98.5,0.2,0.4,0.2,1.5,75.8,24.5,8.4,1.3,12.1,5.3,1.2,15.3,4.4,34.8,24.5,23.8,259.9,66.8,14.9,4924,711,581,1577,1131,4,4,19,31,10,13,0,0,27,13,1,4,3,4,1,7,33.1,25.3,-,5.8,3273,2
29-57,Missouri,Dade,7830,16,13.0,22.3,57.9,17.5,2.3,98.1,0.4,0.6,0.2,1.2,76.4,-,7.6,1.3,13.8,3.6,0.8,12.7,6.4,25.0,27.7,21.5,177.9,52.9,15.4,1176,205,216,532,367,1,1,8,10,5,4,0,0,15,6,3,2,2,3,0,1,-,-,-,-,1111,2
29-59,Missouri,Dallas,16437,30,15.3,25.9,59.2,12.8,2.0,97.6,0.2,0.8,0.1,1.6,75.3,-,6.7,1.0,11.6,5.2,1.3,18.9,8.1,24.3,29.3,14.1,184.1,67.0,14.4,2985,395,493,1068,770,3,3,8,21,3,9,0,0,25,9,5,3,2,3,0,5,-,-,-,3.5,2717,1
29-61,Missouri,Daviess,8121,14,14.2,26.6,57.3,13.8,2.4,99.2,0.0,0.4,0.3,0.9,75.6,25.0,5.4,1.0,8.5,4.3,1.9,23.5,7.5,23.5,19.6,27.6,249.1,59.8,23.7,1116,197,160,523,376,4,2,3,11,1,5,0,0,3,5,1,2,3,2,0,2,35.0,23.1,35.4,5.9,1449,2
29-63,Missouri,DeKalb,12342,29,13.5,18.6,68.5,11.0,1.9,87.8,10.3,0.8,0.4,1.2,77.0,11.7,6.0,0.8,10.6,4.4,1.1,13.1,6.2,27.2,34.5,22.8,198.5,65.7,10.0,2069,290,287,876,592,1,1,8,15,11,4,1,0,12,10,8,4,0,1,0,4,41.2,31.5,23.5,6.9,1132,1
29-65,Missouri,Dent,15083,20,16.0,23.7,58.7,15.1,2.5,97.4,0.4,0.9,0.3,0.8,75.8,25.7,6.8,1.1,10.4,6.0,1.0,16.9,4.4,28.0,26.5,29.5,235.0,64.3,17.7,3494,409,519,1007,703,1,1,7,25,2,9,0,0,6,10,4,4,0,9,0,6,32.7,29.0,-,6.4,2495,2
29-67,Missouri,Douglas,13594,17,17.0,23.3,60.4,14.0,2.3,97.1,0.1,1.1,0.2,1.1,75.2,-,6.2,1.0,12.5,5.2,1.5,14.6,7.1,26.8,27.1,27.5,154.8,57.8,23.3,2815,362,460,913,654,1,1,16,22,1,8,0,0,6,9,3,4,2,8,0,5,-,-,-,5.7,2793,2
29-69,Missouri,Dunklin,32545,60,20.5,26.2,58.0,13.6,2.2,89.0,9.4,0.3,0.3,3.9,72.7,23.4,9.8,1.7,15.4,7.5,0.8,18.5,9.6,43.7,37.8,22.0,261.5,68.9,13.6,7854,1080,1222,2102,1486,2,7,33,30,11,20,0,0,18,10,6,8,5,2,0,3,35.9,25.8,45.4,7.2,6068,2
29-71,Missouri,Franklin,99090,107,8.4,25.9,61.7,10.9,1.5,97.8,0.9,0.2,0.3,0.9,75.9,17.0,6.6,1.3,11.0,3.6,1.9,6.9,5.4,27.9,27.8,21.7,235.0,64.6,16.5,14630,3020,1994,6437,4669,8,14,61,67,20,29,2,5,6,10,7,5,13,29,0,0,26.7,25.6,29.9,5.6,7218,2
29-73,Missouri,Gasconade,15745,30,9.7,22.9,58.7,15.7,2.6,98.9,0.2,0.1,0.3,0.8,75.7,25.6,6.3,1.7,10.7,5.1,1.3,13.3,7.3,29.8,31.0,17.8,237.4,56.9,10.7,2847,432,343,1062,739,1,3,17,20,24,6,0,0,2,3,4,2,3,3,0,0,30.4,23.3,-,8.1,1340,2
29-75,Missouri,Gentry,6555,13,11.3,24.0,53.9,18.2,3.9,98.7,0.3,0.4,0.5,0.7,77.0,25.3,6.0,0.9,9.0,5.0,1.7,14.2,1.4,26.8,19.8,27.0,181.6,41.0,-,810,149,165,437,311,2,1,10,7,1,3,0,0,4,4,0,1,1,1,0,0,33.5,26.0,21.7,4.1,847,2
29-77,Missouri,Greene,250784,372,12.5,23.2,63.0,11.8,2.1,93.9,2.5,0.7,1.3,2.2,76.7,15.9,6.8,1.2,12.3,3.5,1.4,10.5,7.3,32.2,28.0,18.5,156.0,64.6,14.1,25029,5761,6817,16870,12943,4,7,69,95,3,29,1,7,7,15,47,15,1,22,0,15,22.5,22.3,26.2,7.0,27078,2
29-79,Missouri,Grundy,10327,24,14.2,23.6,55.9,17.2,3.3,98.4,0.5,0.5,0.2,2.3,76.7,19.7,6.5,0.7,10.6,5.4,1.2,12.7,3.4,33.2,22.1,20.1,252.1,65.8,12.3,1501,252,241,691,475,0,1,7,14,0,3,0,0,13,8,0,3,1,1,0,3,35.7,22.2,34.0,9.0,1368,2
29-81,Missouri,Harrison,8876,12,13.3,22.6,56.6,17.2,3.6,98.9,0.2,0.1,0.2,1.3,77.0,26.8,7.1,1.6,12.2,5.0,2.1,14.5,6.7,26.8,22.8,22.9,266.9,57.1,15.0,1236,239,219,600,408,0,1,7,10,6,3,0,0,3,5,1,1,0,2,0,0,32.1,30.9,24.2,11.2,1306,1
29-83,Missouri,Henry,22577,32,13.3,22.6,58.9,15.7,2.8,97.1,1.1,0.6,0.3,1.2,75.8,28.4,5.8,0.7,10.0,5.1,1.3,12.4,6.3,32.5,31.5,25.8,252.5,66.8,12.7,3580,650,692,1526,1047,0,2,15,28,0,7,2,0,35,17,14,7,0,2,1,7,37.4,-,23.3,10.0,2746,2
29-85,Missouri,Hickory,9271,23,16.2,18.4,55.0,23.7,2.9,98.6,0.1,0.3,0.1,1.1,75.3,-,7.3,1.0,12.1,6.0,2.2,14.5,7.7,29.9,28.2,23.0,169.1,81.8,13.5,1841,251,349,660,427,0,0,4,13,1,4,0,0,5,4,2,2,1,2,0,4,-,16.7,-,7.5,1589,1
29-87,Missouri,Holt,5081,11,11.8,22.2,56.7,16.8,4.2,98.9,0.2,0.5,0.1,0.5,77.8,17.8,8.6,2.9,12.5,3.7,0.8,10.4,-,23.3,-,17.0,170.9,41.2,-,643,120,137,346,239,0,1,7,6,0,2,0,0,4,3,1,1,0,1,0,0,-,22.3,20.1,2.7,742,1
29-89,Missouri,Howard,9957,21,11.8,24.3,60.2,12.8,2.8,92.6,6.3,0.3,0.1,0.9,77.6,19.0,7.4,1.9,14.1,3.3,2.0,12.2,9.9,30.6,28.1,26.7,160.6,56.7,14.9,1194,252,203,663,524,3,2,12,11,1,3,0,0,19,4,0,1,2,2,0,0,-,-,-,11.6,1263,2
29-91,Missouri,Howell,38400,41,17.1,25.2,57.9,14.9,2.1,96.8,0.4,1.0,0.3,1.3,75.4,25.8,6.8,0.8,12.2,4.7,1.4,14.2,5.7,28.8,23.9,20.1,235.3,63.7,14.8,6871,934,1802,2518,1788,3,7,26,34,1,22,0,0,19,11,7,9,6,2,1,4,31.0,21.2,22.5,7.5,6883,2
